date,daily_pnl,daily_volume,trades_count,active_traders,buy_ratio
2023-03-28,0.0,477.0,3,1,1.0
2023-11-14,155.50335699999994,11555429.76,1045,2,0.4698564593301435
2024-03-09,176965.491774,39406770.25,6962,5,0.4841999425452456
2024-07-03,158742.378078,21843234.35,7141,8,0.4908276151799468
2024-10-27,3189461.032019,103947765.09,35241,29,0.4235691382196873
2025-02-19,6699925.190574,704158492.98,133871,32,0.49361698948988203
2025-06-15,71709.347634,310275273.03,26961,25,0.5310633878565335
